23-Mar-22 00:06:18 - scrapy.utils.log - INFO - Scrapy 2.5.1 started (bot: scrapybot)
23-Mar-22 00:06:18 - scrapy.utils.log - INFO - Versions: lxml 4.6.3.0, libxml2 2.9.10, cssselect 1.1.0, parsel 1.6.0, w3lib 1.22.0, Twisted 20.3.0, Python 3.9.10 (main, Jan 16 2022, 17:12:18) - [GCC 11.2.0], pyOpenSSL 21.0.0 (OpenSSL 1.1.1m  14 Dec 2021), cryptography 3.4.8, Platform Linux-5.9.0-kali1-amd64-x86_64-with-glibc2.33
23-Mar-22 00:06:18 - scrapy.utils.log - DEBUG - Using reactor: twisted.internet.epollreactor.EPollReactor
23-Mar-22 00:06:18 - scrapy.crawler - INFO - Overridden settings:
{'CONCURRENT_REQUESTS': 15,
 'LOG_LEVEL': 'CRITICAL',
 'RETRY_ENABLED': False,
 'USER_AGENT': 'Sitadel 1.0.1'}
23-Mar-22 00:06:18 - scrapy.extensions.telnet - INFO - Telnet Password: a71ba48511ade9a4
23-Mar-22 00:06:18 - scrapy.middleware - INFO - Enabled extensions:
['scrapy.extensions.corestats.CoreStats',
 'scrapy.extensions.telnet.TelnetConsole',
 'scrapy.extensions.memusage.MemoryUsage',
 'scrapy.extensions.logstats.LogStats']
23-Mar-22 00:06:18 - scrapy.middleware - INFO - Enabled downloader middlewares:
['scrapy.downloadermiddlewares.httpauth.HttpAuthMiddleware',
 'scrapy.downloadermiddlewares.downloadtimeout.DownloadTimeoutMiddleware',
 'scrapy.downloadermiddlewares.defaultheaders.DefaultHeadersMiddleware',
 'scrapy.downloadermiddlewares.useragent.UserAgentMiddleware',
 'scrapy.downloadermiddlewares.redirect.MetaRefreshMiddleware',
 'scrapy.downloadermiddlewares.httpcompression.HttpCompressionMiddleware',
 'scrapy.downloadermiddlewares.redirect.RedirectMiddleware',
 'scrapy.downloadermiddlewares.cookies.CookiesMiddleware',
 'scrapy.downloadermiddlewares.httpproxy.HttpProxyMiddleware',
 'scrapy.downloadermiddlewares.stats.DownloaderStats']
23-Mar-22 00:06:18 - scrapy.middleware - INFO - Enabled spider middlewares:
['scrapy.spidermiddlewares.httperror.HttpErrorMiddleware',
 'scrapy.spidermiddlewares.offsite.OffsiteMiddleware',
 'scrapy.spidermiddlewares.referer.RefererMiddleware',
 'scrapy.spidermiddlewares.urllength.UrlLengthMiddleware',
 'scrapy.spidermiddlewares.depth.DepthMiddleware']
23-Mar-22 00:06:18 - scrapy.middleware - INFO - Enabled item pipelines:
[]
23-Mar-22 00:06:18 - scrapy.core.engine - INFO - Spider opened
23-Mar-22 00:06:18 - scrapy.extensions.logstats - INFO - Crawled 0 pages (at 0 pages/min), scraped 0 items (at 0 items/min)
23-Mar-22 00:06:18 - scrapy.extensions.telnet - INFO - Telnet console listening on 127.0.0.1:6023
23-Mar-22 00:10:48 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /old_files.backup/ HTTP/1.1" 429 0
23-Mar-22 00:10:48 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:10:48 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /old_files.bac/ HTTP/1.1" 404 0
23-Mar-22 00:10:48 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:10:48 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /old_files_old/ HTTP/1.1" 404 0
23-Mar-22 00:10:48 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:10:48 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /old_files_bak/ HTTP/1.1" 404 0
23-Mar-22 00:10:48 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:10:48 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /old_files_backup/ HTTP/1.1" 404 0
23-Mar-22 00:10:48 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:10:48 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /old_files1/ HTTP/1.1" 404 0
23-Mar-22 00:10:48 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:10:48 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /old_files2/ HTTP/1.1" 404 0
23-Mar-22 00:10:48 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:10:48 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /sysbackup~/ HTTP/1.1" 404 0
23-Mar-22 00:10:49 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:10:49 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /sysbackup.tar HTTP/1.1" 404 0
23-Mar-22 00:10:49 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:10:49 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /sysbackup.rar HTTP/1.1" 404 0
23-Mar-22 00:10:49 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:10:49 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /sysbackup.zip HTTP/1.1" 404 0
23-Mar-22 00:10:49 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:10:49 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /sysbackup.bak/ HTTP/1.1" 404 0
23-Mar-22 00:10:49 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:10:49 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /sysbackup.bac/ HTTP/1.1" 404 0
23-Mar-22 00:10:49 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:10:49 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /sysbackup.backup/ HTTP/1.1" 404 0
23-Mar-22 00:10:49 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:10:49 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /sysbackup_old/ HTTP/1.1" 404 0
23-Mar-22 00:10:49 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:10:49 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /sysbackup_bak/ HTTP/1.1" 404 0
23-Mar-22 00:10:49 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:10:50 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /sysbackup.old/ HTTP/1.1" 404 0
23-Mar-22 00:10:50 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:10:50 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /sysbackup_backup/ HTTP/1.1" 404 0
23-Mar-22 00:10:50 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:10:50 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /sysbackup1/ HTTP/1.1" 404 0
23-Mar-22 00:10:50 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:10:50 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /sysbackup2/ HTTP/1.1" 404 0
23-Mar-22 00:10:50 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:10:50 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /temp~/ HTTP/1.1" 404 0
23-Mar-22 00:10:50 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:10:50 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /temp.tar HTTP/1.1" 404 0
23-Mar-22 00:10:50 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:10:50 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /temp.rar HTTP/1.1" 404 0
23-Mar-22 00:10:50 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:10:50 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /temp.old/ HTTP/1.1" 404 0
23-Mar-22 00:10:50 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:10:50 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /temp.bac/ HTTP/1.1" 404 0
23-Mar-22 00:10:50 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:10:50 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /temp.bak/ HTTP/1.1" 404 0
23-Mar-22 00:10:50 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:10:50 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /temp.backup/ HTTP/1.1" 404 0
23-Mar-22 00:10:50 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:10:51 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /temp_old/ HTTP/1.1" 404 0
23-Mar-22 00:10:51 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:10:51 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /temp.zip HTTP/1.1" 404 0
23-Mar-22 00:10:51 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:10:51 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /temp_backup/ HTTP/1.1" 404 0
23-Mar-22 00:10:51 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:10:51 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /temp_bak/ HTTP/1.1" 404 0
23-Mar-22 00:10:51 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:10:51 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /code~/ HTTP/1.1" 404 0
23-Mar-22 00:10:51 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:10:51 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /temp1/ HTTP/1.1" 404 0
23-Mar-22 00:10:51 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:10:51 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /code.tar HTTP/1.1" 404 0
23-Mar-22 00:10:51 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:10:51 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /temp2/ HTTP/1.1" 404 0
23-Mar-22 00:10:51 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:10:51 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /code.zip HTTP/1.1" 404 0
23-Mar-22 00:10:51 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:10:51 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /code.old/ HTTP/1.1" 404 0
23-Mar-22 00:10:51 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:10:51 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /code.rar HTTP/1.1" 404 0
23-Mar-22 00:10:51 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:10:51 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /code.bak/ HTTP/1.1" 404 0
23-Mar-22 00:10:51 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:10:52 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /code.bac/ HTTP/1.1" 404 0
23-Mar-22 00:10:52 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:10:52 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /code_old/ HTTP/1.1" 404 0
23-Mar-22 00:10:52 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:10:52 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /code.backup/ HTTP/1.1" 404 0
23-Mar-22 00:10:52 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:10:52 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /code_backup/ HTTP/1.1" 404 0
23-Mar-22 00:10:52 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:10:52 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /code_bak/ HTTP/1.1" 404 0
23-Mar-22 00:10:52 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:10:52 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /code1/ HTTP/1.1" 404 0
23-Mar-22 00:10:52 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:10:52 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /code2/ HTTP/1.1" 404 0
23-Mar-22 00:10:52 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /secure~/ HTTP/1.1" 404 0
23-Mar-22 00:10:52 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:10:52 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:10:52 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /secure.tar HTTP/1.1" 404 0
23-Mar-22 00:10:52 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:10:52 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /secure.zip HTTP/1.1" 404 0
23-Mar-22 00:10:52 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:10:52 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /secure.rar HTTP/1.1" 404 0
23-Mar-22 00:10:52 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:10:53 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /secure.bak/ HTTP/1.1" 404 0
23-Mar-22 00:10:53 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /secure.old/ HTTP/1.1" 404 0
23-Mar-22 00:10:53 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:10:53 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:10:53 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /secure.bac/ HTTP/1.1" 404 0
23-Mar-22 00:10:53 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:10:53 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /secure.backup/ HTTP/1.1" 404 0
23-Mar-22 00:10:53 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:10:53 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /secure_old/ HTTP/1.1" 404 0
23-Mar-22 00:10:53 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:10:53 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /secure_bak/ HTTP/1.1" 404 0
23-Mar-22 00:10:53 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:10:53 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /secure_backup/ HTTP/1.1" 404 0
23-Mar-22 00:10:53 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:10:53 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /secure1/ HTTP/1.1" 404 0
23-Mar-22 00:10:53 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:10:53 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /secured~/ HTTP/1.1" 404 0
23-Mar-22 00:10:53 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:10:53 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /secured.tar HTTP/1.1" 404 0
23-Mar-22 00:10:53 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:10:53 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /secure2/ HTTP/1.1" 404 0
23-Mar-22 00:10:53 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:10:53 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /secured.zip HTTP/1.1" 404 0
23-Mar-22 00:10:53 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:10:53 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /secured.rar HTTP/1.1" 404 0
23-Mar-22 00:10:53 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:10:54 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /secured.old/ HTTP/1.1" 404 0
23-Mar-22 00:10:54 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:10:54 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /secured.bak/ HTTP/1.1" 404 0
23-Mar-22 00:10:54 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:10:54 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /secured.bac/ HTTP/1.1" 404 0
23-Mar-22 00:10:54 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:10:54 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /secured_old/ HTTP/1.1" 404 0
23-Mar-22 00:10:54 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:10:54 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /secured_bak/ HTTP/1.1" 404 0
23-Mar-22 00:10:54 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:10:54 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /secured.backup/ HTTP/1.1" 404 0
23-Mar-22 00:10:54 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:10:54 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /secured_backup/ HTTP/1.1" 404 0
23-Mar-22 00:10:54 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:10:54 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /secured1/ HTTP/1.1" 404 0
23-Mar-22 00:10:54 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:10:54 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /secured2/ HTTP/1.1" 404 0
23-Mar-22 00:10:54 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:10:54 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /staff~/ HTTP/1.1" 429 0
23-Mar-22 00:10:54 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:10:55 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /staff.tar HTTP/1.1" 404 0
23-Mar-22 00:10:55 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:10:55 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /staff.zip HTTP/1.1" 404 0
23-Mar-22 00:10:55 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:10:55 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /staff.old/ HTTP/1.1" 404 0
23-Mar-22 00:10:55 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:10:55 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /staff.rar HTTP/1.1" 404 0
23-Mar-22 00:10:55 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:10:55 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /staff.bak/ HTTP/1.1" 404 0
23-Mar-22 00:10:55 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:10:55 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /staff.bac/ HTTP/1.1" 404 0
23-Mar-22 00:10:55 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:10:55 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /staff.backup/ HTTP/1.1" 404 0
23-Mar-22 00:10:55 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:10:55 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /staff_old/ HTTP/1.1" 404 0
23-Mar-22 00:10:55 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:10:55 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /staff_backup/ HTTP/1.1" 404 0
23-Mar-22 00:10:55 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:10:55 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /staff_bak/ HTTP/1.1" 404 0
23-Mar-22 00:10:55 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:10:55 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /staff1/ HTTP/1.1" 404 0
23-Mar-22 00:10:55 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:10:55 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /staff2/ HTTP/1.1" 404 0
23-Mar-22 00:10:55 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:10:55 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /src~/ HTTP/1.1" 404 0
23-Mar-22 00:10:55 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:10:56 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /src.zip HTTP/1.1" 404 0
23-Mar-22 00:10:56 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:10:56 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /src.tar HTTP/1.1" 404 0
23-Mar-22 00:10:56 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:10:56 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /src.rar HTTP/1.1" 404 0
23-Mar-22 00:10:56 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:10:56 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /src.old/ HTTP/1.1" 429 0
23-Mar-22 00:10:56 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:10:56 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /src.bak/ HTTP/1.1" 404 0
23-Mar-22 00:10:56 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:10:56 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /src.bac/ HTTP/1.1" 404 0
23-Mar-22 00:10:56 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:10:56 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /src.backup/ HTTP/1.1" 404 0
23-Mar-22 00:10:56 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:10:56 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /src_old/ HTTP/1.1" 404 0
23-Mar-22 00:10:56 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:10:56 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /src_backup/ HTTP/1.1" 404 0
23-Mar-22 00:10:56 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:10:56 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /src_bak/ HTTP/1.1" 404 0
